,CVE_ENT_x,NOM_ENT,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018,CVEGEO,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,LONGITUD,LATITUD,CVE_MUN,NOMGEO
634,15,México,San Felipe del Progreso,150740290.0,"Barrio las Palomas, San Miguel la Labor",C15.06,San Nicolás Guadalupe,0,15074,140834.0,177287,121396,144924,99.95329444444445,19.713924166666665,074,San Felipe del Progreso
635,15,México,Tejupilco,150820001.0,Tejupilco de Hidalgo,C15.07,Tejupilco de Hidalgo,31246,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
636,15,México,Tejupilco,150820138.0,Rincón de Aguirre,C15.07,Tejupilco de Hidalgo,0,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
637,15,México,Tejupilco,150820147.0,Rincón de Ugarte,C15.07,Tejupilco de Hidalgo,0,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
638,15,México,Tejupilco,150820176.0,Santo Domingo-Zacatepec,C15.07,Tejupilco de Hidalgo,4413,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
639,15,México,Tejupilco,150820206.0,Rincón de Jaimes,C15.07,Tejupilco de Hidalgo,0,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
640,15,México,Tejupilco,150820540.0,El Capire (Colonia el Capire),C15.07,Tejupilco de Hidalgo,0,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
641,15,México,Tejupilco,150820543.0,Juntas de Zacatepec (El Pedregal Segunda Manzana),C15.07,Tejupilco de Hidalgo,0,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
642,15,México,Tejupilco,150820564.0,Colonia Buenavista Primera Sección,C15.07,Tejupilco de Hidalgo,0,15082,74985.0,95032,71077,79282,100.15340277777779,18.905696388888888,082,Tejupilco
643,15,México,Temascalcingo,150850001.0,Temascalcingo de José María Velasco,C15.08,Temascalcingo de José María Velasco,14807,15085,51269.0,61974,62695,66414,100.00408055555556,19.915911388888887,085,Temascalcingo
644,15,México,Temascalcingo,150850014.0,La Magdalena,C15.08,Temascalcingo de José María Velasco,5999,15085,51269.0,61974,62695,66414,100.00408055555556,19.915911388888887,085,Temascalcingo
645,15,México,Temascalcingo,150850020.0,Puruahua,C15.08,Temascalcingo de José María Velasco,0,15085,51269.0,61974,62695,66414,100.00408055555556,19.915911388888887,085,Temascalcingo
646,15,México,Tenancingo,150880001.0,Tenancingo de Degollado,C15.09,Tenancingo de Degollado,11973,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
647,15,México,Tenancingo,150880006.0,Chalchihuapan,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
648,15,México,Tenancingo,150880010.0,Ejido de Tenería (El Llano),C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
649,15,México,Tenancingo,150880015.0,Pueblo Nuevo,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
650,15,México,Tenancingo,150880017.0,El Salitre,C15.09,Tenancingo de Degollado,4880,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
651,15,México,Tenancingo,150880020.0,San Juan Tetitlán,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
652,15,México,Tenancingo,150880024.0,Santa Ana Ixtlahuatzingo (Santa Ana),C15.09,Tenancingo de Degollado,9385,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
653,15,México,Tenancingo,150880034.0,La Trinidad,C15.09,Tenancingo de Degollado,4115,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
654,15,México,Tenancingo,150880037.0,Rinconada de Santa Teresa,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
655,15,México,Tenancingo,150880039.0,Rinconada de Atotonilco,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
656,15,México,Tenancingo,150880043.0,Colonia Emiliano Zapata Ejido de Tenancingo,C15.09,Tenancingo de Degollado,3639,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
657,15,México,Tenancingo,150880051.0,Tierra Blanca,C15.09,Tenancingo de Degollado,1812,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
658,15,México,Tenancingo,150880060.0,Colonia San Ramón,C15.09,Tenancingo de Degollado,3348,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
659,15,México,Tenancingo,150880067.0,La Ocotalera,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
660,15,México,Tenancingo,150880068.0,Barrio Santa Teresa,C15.09,Tenancingo de Degollado,0,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
661,15,México,Tenancingo,150880071.0,La Ciénega,C15.09,Tenancingo de Degollado,3057,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
662,15,México,Tenancingo,150880073.0,San José el Cuartel,C15.09,Tenancingo de Degollado,5214,15088,60300.0,77531,90946,104677,99.59384166666666,18.96183027777778,088,Tenancingo
663,15,México,Valle de Bravo,151100001.0,Valle de Bravo,C15.10,Valle de Bravo,30873,15110,36135.0,57375,61599,61590,100.13160694444444,19.194394722222224,110,Valle de Bravo
664,15,México,Valle de Bravo,151100055.0,Casas Viejas,C15.10,Valle de Bravo,0,15110,36135.0,57375,61599,61590,100.13160694444444,19.194394722222224,110,Valle de Bravo
665,15,México,Valle de Bravo,151100098.0,Barrio de Guadalupe,C15.10,Valle de Bravo,0,15110,36135.0,57375,61599,61590,100.13160694444444,19.194394722222224,110,Valle de Bravo
666,16,Michoacán de Ocampo,Apatzingán,160060001.0,Apatzingán de la Constitución,P16.01,Apatzingán de la Constitución,102668,16006,100926.0,117949,123649,126191,102.35526444444444,19.08722722222222,006,Apatzingán
667,16,Michoacán de Ocampo,Ario,160090001.0,Ario de Rosales,P16.02,Ario de Rosales,17048,16009,29900.0,30584,34848,36268,101.7093938888889,19.207807222222222,009,Ario
668,16,Michoacán de Ocampo,Briseñas,160110001.0,Briseñas de Matamoros,C14.01,La Barca-Briseñas,4320,16011,9478.0,9641,10653,11681,102.5610575,20.271234166666666,011,Briseñas
669,16,Michoacán de Ocampo,Briseñas,160110004.0,Paso de Hidalgo (Paso de -lamos),C14.01,La Barca-Briseñas,3950,16011,9478.0,9641,10653,11681,102.5610575,20.271234166666666,011,Briseñas
670,16,Michoacán de Ocampo,Cherán,160240001.0,Cherán,P16.03,Cherán,16026,16024,14870.0,16243,18141,20586,101.95481611111111,19.687651666666667,024,Cherán
671,16,Michoacán de Ocampo,Hidalgo,160340001.0,Ciudad Hidalgo,C16.01,Ciudad Hidalgo,60139,16034,94049.0,106421,117620,125712,100.55516138888889,19.689350833333332,034,Hidalgo
672,16,Michoacán de Ocampo,Hidalgo,160340066.0,Llano del Ejido (El Mirador),C16.01,Ciudad Hidalgo,0,16034,94049.0,106421,117620,125712,100.55516138888889,19.689350833333332,034,Hidalgo
673,16,Michoacán de Ocampo,Hidalgo,160340477.0,Antorcha Campesina [Colonia],C16.01,Ciudad Hidalgo,2239,16034,94049.0,106421,117620,125712,100.55516138888889,19.689350833333332,034,Hidalgo
674,16,Michoacán de Ocampo,Huetamo,160380001.0,Huetamo de Núñez,P16.04,Huetamo de Núñez,22009,16038,44010.0,45441,41937,41973,100.89972472222223,18.626425833333332,038,Huetamo
675,16,Michoacán de Ocampo,Jiquilpan,160450001.0,Jiquilpan de Juárez,C16.02,Jiquilpan de Juárez,23722,16045,36709.0,36389,34199,36158,102.71856333333334,19.989719166666667,045,Jiquilpan
676,16,Michoacán de Ocampo,Jiquilpan,160450051.0,Niños Héroes,C16.06,Sahuayo de Morelos,0,16045,36709.0,36389,34199,36158,102.71856333333334,19.989719166666667,045,Jiquilpan
677,16,Michoacán de Ocampo,Maravatío,160500001.0,Maravatío de Ocampo,P16.05,Maravatío de Ocampo,33682,16050,59803.0,69382,80258,89311,100.44166722222222,19.89167361111111,050,Maravatío
678,16,Michoacán de Ocampo,Lázaro Cárdenas,160520001.0,Ciudad Lázaro Cárdenas,C16.03,Ciudad Lázaro Cárdenas,80444,16052,134969.0,171100,178817,196003,102.19798083333333,17.962334166666665,052,Lázaro Cárdenas
679,16,Michoacán de Ocampo,Lázaro Cárdenas,160520077.0,Las Guacamayas,C16.03,Ciudad Lázaro Cárdenas,40752,16052,134969.0,171100,178817,196003,102.19798083333333,17.962334166666665,052,Lázaro Cárdenas
680,16,Michoacán de Ocampo,Lázaro Cárdenas,160520127.0,La Mira,P16.06,La Mira,17391,16052,134969.0,171100,178817,196003,102.19798083333333,17.962334166666665,052,Lázaro Cárdenas
681,16,Michoacán de Ocampo,Lázaro Cárdenas,160520137.0,La Orilla,C16.03,Ciudad Lázaro Cárdenas,24199,16052,134969.0,171100,178817,196003,102.19798083333333,17.962334166666665,052,Lázaro Cárdenas
682,16,Michoacán de Ocampo,Múgica,160550001.0,Nueva Italia de Ruiz,P16.07,Nueva Italia de Ruíz,36527,16055,38399.0,42877,44963,45732,102.08673416666666,19.028804722222223,055,Múgica
683,16,Michoacán de Ocampo,Nuevo Parangaricutiro,160580001.0,Nuevo San Juan Parangaricutiro,P16.08,Nuevo San Juan Parangaricutiro,16218,16058,13265.0,15280,18834,20981,102.12987972222221,19.41664388888889,058,Nuevo Parangaricutiro
684,16,Michoacán de Ocampo,Paracho,160650001.0,Paracho de Verduzco,P16.09,Paracho de Verduzco,21485,16065,28632.0,31096,34721,39657,102.0484675,19.647296666666666,065,Paracho
685,16,Michoacán de Ocampo,Pátzcuaro,160660001.0,Pátzcuaro,C16.04,Pátzcuaro,57502,16066,66736.0,77872,87794,98382,101.61011638888888,19.51359777777778,066,Pátzcuaro
686,16,Michoacán de Ocampo,Pátzcuaro,160660061.0,Joya de los Molinos,C16.04,Pátzcuaro,0,16066,66736.0,77872,87794,98382,101.61011638888888,19.51359777777778,066,Pátzcuaro
687,16,Michoacán de Ocampo,Pátzcuaro,160660099.0,Fraccionamiento el Mirador,C16.04,Pátzcuaro,0,16066,66736.0,77872,87794,98382,101.61011638888888,19.51359777777778,066,Pátzcuaro
688,16,Michoacán de Ocampo,Peribán,160680001.0,Peribán de Ramos,P16.10,Peribán de Ramos,15856,16068,16005.0,20256,25296,29389,102.41618833333334,19.520726944444444,068,Peribán
689,16,Michoacán de Ocampo,Puruándiro,160710001.0,Puruándiro,P16.11,Puruándiro,29895,16071,70887.0,71770,67837,69260,101.51520027777778,20.08866527777778,071,Puruándiro
690,16,Michoacán de Ocampo,Quiroga,160730001.0,Quiroga,P16.12,Quiroga,15309,16073,21917.0,23893,25592,27176,101.52400361111111,19.66378611111111,073,Quiroga
691,16,Michoacán de Ocampo,Los Reyes,160750001.0,Los Reyes de Salgado,C16.05,Los Reyes de Salgado,43564,16075,50029.0,57006,64141,78935,102.47467888888889,19.588974166666667,075,Los Reyes
692,16,Michoacán de Ocampo,Los Reyes,160750024.0,San Sebastián,C16.05,Los Reyes de Salgado,2899,16075,50029.0,57006,64141,78935,102.47467888888889,19.588974166666667,075,Los Reyes
693,16,Michoacán de Ocampo,Sahuayo,160760001.0,Sahuayo de Morelos,C16.06,Sahuayo de Morelos,70078,16076,53945.0,60894,72841,78477,102.71679722222223,20.05768388888889,076,Sahuayo
694,16,Michoacán de Ocampo,Sahuayo,160760033.0,Colonia Independencia (Coyacho),C16.02,Jiquilpan de Juárez,0,16076,53945.0,60894,72841,78477,102.71679722222223,20.05768388888889,076,Sahuayo
695,16,Michoacán de Ocampo,Sahuayo,160760050.0,18 de Marzo [Fraccionamiento],C16.02,Jiquilpan de Juárez,0,16076,53945.0,60894,72841,78477,102.71679722222223,20.05768388888889,076,Sahuayo
696,16,Michoacán de Ocampo,San Lucas,160770067.0,Vicente Riva Palacio,C12.03,Ciudad Altamirano-Riva Palacio,5035,16077,18978.0,19506,18461,17677,100.78475222222222,18.59141083333333,077,San Lucas
697,16,Michoacán de Ocampo,Tacámbaro,160820001.0,Tacámbaro de Codallos,P16.13,Tacámbaro de Codallos,27068,16082,52315.0,59192,69955,79540,101.45732805555556,19.23553666666667,082,Tacámbaro
698,16,Michoacán de Ocampo,Tangancícuaro,160850001.0,Tangancícuaro de Arista,P16.14,Tangancícuaro de Arista,14228,16085,33835.0,32821,32677,35256,102.20845333333334,19.888234444444443,085,Tangancícuaro
699,16,Michoacán de Ocampo,Tepalcatepec,160890001.0,Tepalcatepec,P16.15,Tepalcatepec,15689,16089,25105.0,24135,22987,24074,102.84370777777777,19.191366666666667,089,Tepalcatepec
700,16,Michoacán de Ocampo,Uruapan,161020001.0,Uruapan,C16.07,Uruapan,285179,16102,217068.0,265699,315350,356786,102.06279916666666,19.420887500000003,102,Uruapan
701,16,Michoacán de Ocampo,Uruapan,161020061.0,Caltzontzin,C16.07,Uruapan,5814,16102,217068.0,265699,315350,356786,102.06279916666666,19.420887500000003,102,Uruapan
702,16,Michoacán de Ocampo,Uruapan,161020081.0,Jicalán (La Pinerita),C16.07,Uruapan,0,16102,217068.0,265699,315350,356786,102.06279916666666,19.420887500000003,102,Uruapan
703,16,Michoacán de Ocampo,Uruapan,161020110.0,Santa Rosa (Santa Bárbara),C16.07,Uruapan,5372,16102,217068.0,265699,315350,356786,102.06279916666666,19.420887500000003,102,Uruapan
704,16,Michoacán de Ocampo,Uruapan,161020119.0,Toreo Bajo (El Toreo Bajo),C16.07,Uruapan,5401,16102,217068.0,265699,315350,356786,102.06279916666666,19.420887500000003,102,Uruapan
705,16,Michoacán de Ocampo,Uruapan,161020451.0,Lomas del Rey [Fraccionamiento],C16.07,Uruapan,0,16102,217068.0,265699,315350,356786,102.06279916666666,19.420887500000003,102,Uruapan
706,16,Michoacán de Ocampo,Yurécuaro,161060001.0,Yurécuaro,C16.08,Yurécuaro-La Ribera,26679,16106,24313.0,26691,29995,32303,102.28242527777778,20.341088888888887,106,Yurécuaro
707,16,Michoacán de Ocampo,Zacapu,161070001.0,Zacapu,P16.16,Zacapu,52919,16107,63085.0,69700,73455,76829,101.79285972222222,19.81861861111111,107,Zacapu
708,16,Michoacán de Ocampo,Zinapécuaro,161100001.0,Zinapécuaro de Figueroa,C16.09,Zinapécuaro de Figueroa,17272,16110,48951.0,48917,46666,49005,100.82758305555555,19.860274722222222,110,Zinapécuaro
709,16,Michoacán de Ocampo,Zinapécuaro,161100006.0,Bocaneo (San Pedro),C16.09,Zinapécuaro de Figueroa,0,16110,48951.0,48917,46666,49005,100.82758305555555,19.860274722222222,110,Zinapécuaro
710,16,Michoacán de Ocampo,Zitácuaro,161120001.0,Heróica Zitácuaro,C16.10,Zitácuaro,82372,16112,107475.0,138050,155534,157056,100.3574861111111,19.437180277777777,112,Zitácuaro
711,16,Michoacán de Ocampo,Zitácuaro,161120082.0,Rincón de Nicolás Romero (Cedros Tercera Manzana),C16.10,Zitácuaro,8022,16112,107475.0,138050,155534,157056,100.3574861111111,19.437180277777777,112,Zitácuaro
712,16,Michoacán de Ocampo,Zitácuaro,161120132.0,La Loma (Tercera Manzana de San Miguel),C16.10,Zitácuaro,0,16112,107475.0,138050,155534,157056,100.3574861111111,19.437180277777777,112,Zitácuaro
713,17,Morelos,Axochiapan,170030001.0,Axochiapan,C17.01,Axochiapan,18656,17003,26283.0,30436,33695,39174,98.75407861111111,18.50240638888889,003,Axochiapan
714,17,Morelos,Axochiapan,170030021.0,Colonia los Laureles,C17.01,Axochiapan,0,17003,26283.0,30436,33695,39174,98.75407861111111,18.50240638888889,003,Axochiapan
715,17,Morelos,Jojutla,170120001.0,Jojutla,C17.03,Jojutla-Tlaquiltenango,17321,17012,47021.0,53351,55115,57682,99.18104361111112,18.61656638888889,012,Jojutla
716,17,Morelos,Puente de Ixtla,170170001.0,Puente de Ixtla,P17.01,Puente de Ixtla,20314,17017,43930.0,54149,61585,40018,99.32370138888888,18.616875,017,Puente de Ixtla
717,17,Morelos,Puente de Ixtla,170170009.0,Xoxocotla,C17.02,Xoxocotla,23521,17017,43930.0,54149,61585,40018,99.32370138888888,18.616875,017,Puente de Ixtla
718,17,Morelos,Puente de Ixtla,170170069.0,Los Guajes,C17.02,Xoxocotla,0,17017,43930.0,54149,61585,40018,99.32370138888888,18.616875,017,Puente de Ixtla
719,17,Morelos,Tlaquiltenango,170250001.0,Tlaquiltenango,C17.03,Jojutla-Tlaquiltenango,19058,17025,27322.0,30017,31534,33789,99.16266222222222,18.63003,025,Tlaquiltenango
720,17,Morelos,Tlaquiltenango,170250023.0,Alfredo V. Bonfil (Chacampalco),C17.03,Jojutla-Tlaquiltenango,0,17025,27322.0,30017,31534,33789,99.16266222222222,18.63003,025,Tlaquiltenango
721,17,Morelos,Tlaquiltenango,170250025.0,Colonia 3 de Mayo (El Tepiolol),C17.03,Jojutla-Tlaquiltenango,0,17025,27322.0,30017,31534,33789,99.16266222222222,18.63003,025,Tlaquiltenango
722,17,Morelos,Tlaquiltenango,170250082.0,Ampliación Gabriel Tepepa,C17.03,Jojutla-Tlaquiltenango,0,17025,27322.0,30017,31534,33789,99.16266222222222,18.63003,025,Tlaquiltenango
723,17,Morelos,Zacatepec,170310001.0,Zacatepec de Hidalgo,C17.04,Zacatepec de Hidalgo,21493,17031,30661.0,33331,35063,36094,99.19427888888889,18.655408055555554,031,Zacatepec
724,17,Morelos,Zacatepec,170310036.0,Colonia Plan de Ayala,C17.04,Zacatepec de Hidalgo,0,17031,30661.0,33331,35063,36094,99.19427888888889,18.655408055555554,031,Zacatepec
725,18,Nayarit,Acaponeta,180010001.0,Acaponeta,C18.01,Acaponeta,21379,18001,36441.0,36512,36572,37232,105.36018416666666,22.4893875,001,Acaponeta
726,18,Nayarit,Acaponeta,180010021.0,El Centenario,C18.01,Acaponeta,0,18001,36441.0,36512,36572,37232,105.36018416666666,22.4893875,001,Acaponeta
727,18,Nayarit,Compostela,180040001.0,Compostela,P18.01,Compostela,19681,18004,60926.0,65943,70399,77436,104.90059722222223,21.237529722222224,004,Compostela
728,18,Nayarit,Compostela,180040128.0,La Peñita de Jaltemba,C18.02,La Peñita de Jaltemba,13156,18004,60926.0,65943,70399,77436,104.90059722222223,21.237529722222224,004,Compostela
729,18,Nayarit,Compostela,180040186.0,Las Varas,P18.02,Las Varas,16601,18004,60926.0,65943,70399,77436,104.90059722222223,21.237529722222224,004,Compostela
730,18,Nayarit,Compostela,180040322.0,Paraíso Escondido [Colonia],C18.02,La Peñita de Jaltemba,3135,18004,60926.0,65943,70399,77436,104.90059722222223,21.237529722222224,004,Compostela
731,18,Nayarit,Ixtlán del Río,180060001.0,Ixtlán del Río,P18.03,Ixtlán del Río,26582,18006,24347.0,25382,27273,29299,104.3689111111111,21.03505527777778,006,Ixtlán del Río
732,18,Nayarit,Rosamorada,180100035.0,San Vicente,C18.03,Tuxpan,5251,18010,35797.0,34683,34393,33567,105.20413027777778,22.12254527777778,010,Rosamorada
733,18,Nayarit,Ruíz,180110001.0,Ruíz,P18.04,Ruíz,16039,18011,21674.0,21722,23469,24096,105.14505666666668,21.950252777777777,011,Ruíz
734,18,Nayarit,Santiago Ixcuintla,180150001.0,Santiago Ixcuintla,P18.05,Santiago Ixcuintla,20227,18015,99106.0,94979,93074,93981,105.20604444444444,21.808335833333334,015,Santiago Ixcuintla
735,18,Nayarit,Tecuala,180160001.0,Tecuala,P18.06,Tecuala,16809,18016,45793.0,42237,39756,37135,105.4560338888889,22.395041111111112,016,Tecuala
736,18,Nayarit,Tuxpan,180180001.0,Tuxpan,C18.03,Tuxpan,24476,18018,34268.0,31202,30030,30064,105.29808722222222,21.944790277777777,018,Tuxpan
737,19,Nuevo León,Allende,190040001.0,Ciudad de Allende,P19.01,Ciudad de Allende,29028,19004,22211.0,27773,32593,35289,100.0083238888889,25.286900000000003,004,Allende
738,19,Nuevo León,Anáhuac,190050001.0,Anáhuac,P19.02,Anáhuac,17096,19005,17316.0,18524,18480,18030,100.1324361111111,27.240647222222222,005,Anáhuac
739,19,Nuevo León,Linares,190330001.0,Linares,P19.03,Linares,72342,19033,61569.0,69205,78669,84666,99.56786944444444,24.85965277777778,033,Linares
740,19,Nuevo León,Montemorelos,190380001.0,Montemorelos,P19.04,Montemorelos,52058,19038,49302.0,52741,59113,67428,99.82695833333332,25.189252777777778,038,Montemorelos
741,19,Nuevo León,Sabinas Hidalgo,190440001.0,Ciudad Sabinas Hidalgo,P19.05,Ciudad Sabinas Hidalgo,36104,19044,27550.0,32329,34671,34709,100.18114722222222,26.498369444444446,044,Sabinas Hidalgo
742,20,Oaxaca,Asunción Nochixtlán,200060001.0,Asunción Nochixtlán,P20.01,Asunción Nochixtlán,15464,20006,10948.0,13745,17820,20464,97.22519861111111,17.458936388888887,006,Asunción Nochixtlán
743,20,Oaxaca,Ciudad Ixtepec,200140001.0,Ciudad Ixtepec,C20.01,Ciudad Ixtepec,26851,20014,21449.0,22675,26450,28082,95.09871249999999,16.567698333333333,014,Ciudad Ixtepec
744,20,Oaxaca,Ciudad Ixtepec,200140046.0,Colonia Niza Luba,C20.01,Ciudad Ixtepec,0,20014,21449.0,22675,26450,28082,95.09871249999999,16.567698333333333,014,Ciudad Ixtepec
745,20,Oaxaca,Heroica Ciudad de Huajuapan de León,200390001.0,Heroica Ciudad de Huajuapan de León,P20.02,Huajuapan de León,58519,20039,39488.0,53219,69839,78313,97.77623583333333,17.806837222222224,039,Heroica Ciudad de Huajuapan de León
746,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430001.0,Heroica Ciudad de Juchitán de Zaragoza,C20.02,Juchitán de Zaragoza,78319,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
747,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430146.0,Colonia 19 de Marzo (Colonia San José),C20.02,Juchitán de Zaragoza,0,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
748,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430148.0,Colonia de la Amistad,C20.02,Juchitán de Zaragoza,0,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
749,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430150.0,Colonia José Yola,C20.02,Juchitán de Zaragoza,0,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
750,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430151.0,Colonia Mariano Montero,C20.02,Juchitán de Zaragoza,0,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
751,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430152.0,Colonia San Isidro,C20.02,Juchitán de Zaragoza,0,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
752,20,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,200430153.0,Colonia San Vicente,C20.02,Juchitán de Zaragoza,0,20043,66414.0,78512,93038,113570,95.02163305555555,16.4333075,043,Juchitán de Zaragoza
753,20,Oaxaca,Loma Bonita,200440001.0,Loma Bonita,P20.03,Loma Bonita,31704,20044,41926.0,40877,41535,40934,95.8799761111111,18.10987111111111,044,Loma Bonita
754,20,Oaxaca,Matías Romero Avendaño,200570001.0,Matías Romero Avendaño,C20.03,Matías Romero Avendaño,18332,20057,38755.0,40709,38019,38183,95.04214944444445,16.877889444444445,057,Matías Romero Avendaño
755,20,Oaxaca,Miahuatlán de Porfirio Díaz,200590001.0,Miahuatlán de Porfirio Díaz,P20.04,Miahuatlán de Porfirio Díaz,27269,20059,27448.0,32555,41387,50375,96.59652416666667,16.328477499999998,059,Miahuatlán de Porfirio Díaz
756,20,Oaxaca,Ocotlán de Morelos,200680001.0,Ocotlán de Morelos,C20.04,Ocotlán de Morelos,16193,20068,15733.0,18183,21341,23751,96.67506444444444,16.791640555555556,068,Ocotlán de Morelos
757,20,Oaxaca,San Antonino Castillo Velasco,201030001.0,San Antonino Castillo Velasco,C20.04,Ocotlán de Morelos,5970,20103,4404.0,4809,5651,6064,96.68464,16.803227500000002,103,San Antonino Castillo Velasco
758,20,Oaxaca,San Francisco Telixtlahuaca,201500001.0,San Francisco Telixtlahuaca,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,11539,20150,7854.0,9694,11893,13856,96.90441333333334,17.29659555555556,150,San Francisco Telixtlahuaca
759,20,Oaxaca,San Juan Bautista Tuxtepec,201840001.0,San Juan Bautista Tuxtepec,C20.06,San Juan Bautista Tuxtepec,110430,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
760,20,Oaxaca,San Juan Bautista Tuxtepec,201840050.0,San Bartolo,C20.06,San Juan Bautista Tuxtepec,3829,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
761,20,Oaxaca,San Juan Bautista Tuxtepec,201840103.0,El Cañaveral,C20.06,San Juan Bautista Tuxtepec,0,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
762,20,Oaxaca,San Juan Bautista Tuxtepec,201840140.0,Colonia Víctor Bravo Ahuja (Segunda Etapa),C20.06,San Juan Bautista Tuxtepec,0,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
763,20,Oaxaca,San Juan Bautista Tuxtepec,201840301.0,Colonia Ortega,C20.06,San Juan Bautista Tuxtepec,0,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
764,20,Oaxaca,San Juan Bautista Tuxtepec,201840344.0,San Francisco,C20.06,San Juan Bautista Tuxtepec,0,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
765,20,Oaxaca,San Juan Bautista Tuxtepec,201840345.0,Vista Hermosa,C20.06,San Juan Bautista Tuxtepec,0,20184,110136.0,133913,155766,159452,96.11848166666665,18.081164722222223,184,San Juan Bautista Tuxtepec
766,20,Oaxaca,San Pablo Huitzo,202940001.0,San Pablo Huitzo,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,5615,20294,4916.0,5071,6307,7035,96.88449555555556,17.27736722222222,294,San Pablo Huitzo
767,20,Oaxaca,San Pablo Huitzo,202940002.0,Santa María Tenéxpam,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,0,20294,4916.0,5071,6307,7035,96.88449555555556,17.27736722222222,294,San Pablo Huitzo
768,20,Oaxaca,San Pedro Mixtepec,203180009.0,Puerto Escondido,C20.07,Puerto Escondido-Zicatela,31042,20318,20733.0,32471,42860,49780,97.08383194444444,15.982643611111111,318,San Pedro Mixtepec
769,20,Oaxaca,Heroica Ciudad de Tlaxiaco,203970001.0,Heroica Ciudad de Tlaxiaco,C20.08,Tlaxiaco,16567,20397,22813.0,29026,38453,40123,97.68049166666667,17.26746972222222,397,Heroica Ciudad de Tlaxiaco
